transcript_id	cds_start	cds_end	transcript_length	genomic_cds_starts	genomic_cds_ends
"""ENSDART00000141106"""	345	14170	13825	36234405,36237035,36238073,36238982,36239155,36239366,36239586,36240171,36240311,36241572,36241804,36242066,36243835,36246742	36234476,36237169,36238210,36239062,36239260,36239460,36239667,36240235,36240388,36241707,36241968,36242256,36243927,36246774
"""ENSDART00000141108"""	3	82280	82277	47134871,47136600,47213850,47215892	47134977,47137565,47213957,47215931
"""ENSDART00000141109"""	0	53771	53771	28161079,28176255,28204496,28212803,28213297	28161465,28176422,28204646,28212999,28213624
"""ENSDART00000141114"""	14063	24310	10247	76622856,76623150,76625913,76626781,76631505,76632240	76623020,76623245,76625981,76626912,76631618,76632386
"""ENSDART00000141118"""	8286	9172	886	20437124	20437567
"""ENSDART00000141119"""	0	27033	27033	16680460,16685578,16689742,16706668	16680901,16685687,16689801,16706776
"""ENSDART00000141124"""	276	2762	2486	27416868,27416978,27417697,27418986	27416887,27417045,27417823,27419064
"""ENSDART00000141125"""	3918	4912	994	43096962	43097459
"""ENSDART00000141126"""	1157	39790	38633	6738082,6744003,6768803,6775181	6738097,6744060,6769805,6775411
"""ENSDART00000141127"""	908	7320	6412	22644572,22647138,22647466,22650424	22644594,22647286,22647682,22650511
"""ENSDART00000141128"""	0	3716	3716	50381665,50382817,50384849	50381719,50383007,50384993
"""ENSDART00000141130"""	7425	47304	39879	41067586,41073686,41076208,41076459,41076775,41076988,41081001,41081667,41084608,41084805,41085034,41088709,41089149,41095645,41095938,41097892,41099871,41100051,41100574,41101062,41102890,41103510	41067707,41073806,41076365,41076667,41076880,41077160,41081127,41081779,41084702,41084903,41085246,41089073,41089301,41095846,41096053,41098387,41099956,41100133,41100740,41101142,41103096,41103752
"""ENSDART00000141132"""	227	9476	9249	6815971,6817623,6822026,6823635,6823877,6824371	6815998,6817724,6822206,6823708,6824051,6824518
"""ENSDART00000141133"""	0	50177	50177	25706037,25710893,25715521,25717632,25717953,25719538,25719801,25720080,25721473,25721779,25723937,25724096,25725787,25726054,25727749,25728057,25730792,25731023,25732388,25732641,25734408,25734719,25739626,25742639,25742905,25745577,25746008,25746376,25747934,25748154,25750734,25750973	25706211,25711025,25715594,25717820,25718016,25719734,25719921,25720262,25721643,25721891,25724016,25724231,25725945,25726175,25727869,25728246,25730929,25731254,25732551,25732865,25734622,25734815,25739995,25742823,25743137,25745673,25746145,25746580,25748075,25748330,25750893,25751106
"""ENSDART00000141136"""	657	1249	592	39937882	39938178
"""ENSDART00000141141"""	0	1196	1196	35789040	35789638
"""ENSDART00000141142"""	319	25564	25245	15708738,15710920,15712611,15712821,15714430,15715111,15715360,15715807,15717470,15719617,15720309,15722555,15722911,15725410,15728354,15731235	15708860,15711108,15712737,15712937,15714641,15715255,15715557,15716042,15717667,15719742,15720545,15722649,15723042,15725533,15728549,15731389
"""ENSDART00000141143"""	1527	9507	7980	58594774,58598517,58601084	58595774,58598853,58601251
"""ENSDART00000141144"""	329	5693	5364	45664099,45668608	45664368,45668901
"""ENSDART00000141145"""	638	5463	4825	44941669,44942176,44943697,44943838,44945894	44941755,44942286,44943753,44943978,44945998
"""ENSDART00000141146"""	7730	11421	3691	4320769,4320996,4322603,4322796,4323523,4323704	4320897,4321028,4322711,4322865,4323618,4323866
"""ENSDART00000141147"""	40	3480	3440	8527236,8527417,8527856,8529577,8529790	8527341,8527710,8528001,8529680,8529910
"""ENSDART00000141149"""	12136	79278	67142	25947981,25968207,25972857,26011429,26014350	25948095,25968350,25972969,26011585,26014474
"""ENSDART00000141154"""	3	198613	198610	29296399,29299539,29301055,29301781,29305196,29305386,29305606,29307174,29307714,29309661,29314823,29315232,29317744,29319520,29319944,29325547,29327109,29327954,29331280,29334407,29335027,29337184,29342858,29343578,29343747,29345282,29345537,29348319,29356649,29358518,29359991,29360183,29365809,29367536,29368542,29370219,29371720,29372539,29378094,29400314,29422925,29423232,29423531,29480729,29484776,29487980	29296926,29299741,29301265,29301822,29305306,29305512,29305745,29307301,29307821,29309766,29314919,29315359,29317894,29319611,29320060,29325630,29327219,29328118,29331481,29334544,29335088,29337280,29342964,29343637,29343876,29345402,29345721,29349101,29356755,29358585,29360108,29360255,29365940,29367648,29368654,29370437,29371803,29372622,29378209,29400417,29423112,29423384,29423622,29480868,29484881,29488245
"""ENSDART00000141157"""	1417	139252	137835	34635562,34637062,34637735,34638378,34638585,34640013,34648206,34657035,34658057,34666741,34670670,34672495,34673942,34676764,34681325,34681475,34688174,34693823,34696192,34700565,34712831,34751863,34771359	34635672,34637142,34637742,34638438,34638640,34640042,34648359,34657105,34658176,34666791,34670768,34672624,34673971,34676919,34681396,34681533,34688261,34693916,34696318,34700680,34713014,34752000,34771371
"""ENSDART00000141160"""	255	29221	28966	40054384,40057599,40061665,40064199,40068383,40071112,40074789,40075015,40077947,40078216,40081667	40054506,40057736,40061826,40064320,40068489,40071324,40074911,40075198,40078134,40078352,40081765
"""ENSDART00000141162"""	53	54986	54933	40993422,40994582,41011515,41043481,41044132,41046886,41047522	40993479,40994724,41011577,41043570,41044212,41046971,41047681
"""ENSDART00000141164"""	16277	23206	6929	29041172,29041524,29047532	29041443,29041674,29047606
"""ENSDART00000141165"""	276	17886	17610	24023929,24025012,24025352,24027114,24030353,24031766,24033461,24036339,24036479,24039687	24023971,24025214,24025453,24027209,24030463,24031886,24034289,24036397,24036561,24039794
"""ENSDART00000141169"""	160	2026	1866	16284273,16285844	16284286,16285985
"""ENSDART00000141170"""	155	14631	14476	31437702,31442745,31442913,31443111,31443287,31445427,31445606,31447941,31448436,31448638,31448814,31448954,31449229,31450446	31437741,31442829,31442988,31443206,31443433,31445517,31445804,31448035,31448524,31448725,31448868,31449107,31449362,31450644
"""ENSDART00000141173"""	407	50470	50063	16004637,16005241,16044505,16054189	16004684,16005369,16044591,16054314
"""ENSDART00000141175"""	578	3110	2532	23147908,23148150,23149795	23148025,23148346,23149961
"""ENSDART00000141177"""	200	104633	104433	38784562,38787117,38787267,38787467,38790692,38792861,38804769,38808053,38812181,38812318,38812899,38816676,38816863,38819322,38819669,38854230,38887029	38784714,38787182,38787379,38787581,38790858,38793005,38804938,38808141,38812234,38812343,38812973,38816779,38816947,38819396,38819745,38854343,38887206
"""ENSDART00000141179"""	171	3068	2897	41080200,41080520,41082187,41082340,41082539	41080391,41080609,41082266,41082455,41082581
"""ENSDART00000141181"""	0	9723	9723	16241602,16241858,16245202,16250332	16241778,16242151,16245534,16250428
"""ENSDART00000141182"""	0	1637	1637	45382353,45382492,45382722,45383265	45382410,45382634,45382876,45383451
"""ENSDART00000141185"""	0	2309	2309	15254605,15254804,15256241,15256495	15254695,15254875,15256345,15256572
"""ENSDART00000141186"""	8547	25717	17170	20352769,20359675,20369436	20352865,20359820,20369567
"""ENSDART00000141187"""	0	18023	18023	18759289,18759464,18759638,18761173,18761444,18765090,18766578,18767767,18767966,18768335,18770580,18772848,18775453	18759327,18759551,18759721,18761341,18761610,18765197,18766795,18767875,18768112,18768562,18770762,18772988,18775548
"""ENSDART00000141188"""	904	105714	104810	17267663,17273456,17284738,17317671,17317958,17319368,17326630,17339461,17348855,17371307	17267749,17273602,17284884,17317857,17318053,17319431,17326724,17339553,17348897,17371415
"""ENSDART00000141189"""	0	5698	5698	7559901,7560194,7563749,7563872,7564044,7565069	7560014,7560217,7563780,7563934,7564221,7565131
"""ENSDART00000141190"""	163	6632	6469	41279824,41282593,41284914	41280384,41282770,41285235
"""ENSDART00000141192"""	3	169358	169355	33477091,33492587,33515100,33522029,33590254,33644979	33477238,33492691,33515222,33522216,33590489,33645315
"""ENSDART00000141193"""	409	5336	4927	39260884,39263143,39265282	39260896,39263318,39265453
"""ENSDART00000141194"""	0	4828	4828	13707933,13708216,13708654,13708856,13711563,13711803	13708106,13708296,13708747,13708964,13711697,13711988
"""ENSDART00000141196"""	65	1461	1396	4929507	4930205
"""ENSDART00000141198"""	1356	4255	2899	44806384,44806593,44806808,44808518	44806509,44806715,44806960,44808701
"""ENSDART00000141199"""	35	4837	4802	42236158,42239133,42239420,42239751	42236748,42239219,42239653,42239901
"""ENSDART00000141201"""	0	4683	4683	34911890,34913038,34913341,34915331,34915589	34912061,34913261,34913459,34915511,34915735
"""ENSDART00000141202"""	0	28016	28016	41498490,41500021,41500849,41502112,41503151,41504849,41516033,41520229,41522109,41522865,41523164	41498668,41500191,41501019,41502282,41503321,41505019,41516206,41522022,41522222,41522978,41523225
"""ENSDART00000141203"""	3973	32779	28806	27287045,27290171,27301624,27307493,27313937,27314217	27287665,27290344,27301785,27307621,27313999,27314462
"""ENSDART00000141204"""	25	3772	3747	12134871,12135800,12137644,12137805,12137995	12134885,12135846,12137736,12137916,12138175
"""ENSDART00000141205"""	492	5527	5035	18703010,18706798,18707134,18707315	18703213,18707023,18707174,18707446
"""ENSDART00000141206"""	92	9302	9210	52122812,52126037,52129008,52131714	52122873,52126098,52129074,52131774
"""ENSDART00000141207"""	5375	10188	4813	54655423,54657289,54658600,54659161,54659701	54655426,54657384,54658689,54659305,54659803
"""ENSDART00000141208"""	85	2162	2077	19025108,19025247,19025425,19025689,19026186,19026337	19025125,19025335,19025601,19026052,19026236,19026414
"""ENSDART00000141210"""	0	2161	2161	42312889,42313271,42313658	42313075,42313357,42314218
"""ENSDART00000141211"""	1085	15294	14209	35113137,35115555,35116853,35118389,35125836	35113567,35115692,35117038,35118601,35126109
"""ENSDART00000141212"""	0	2309	2309	8956399,8956601,8956842,8957738	8956521,8956756,8957123,8957944
"""ENSDART00000141214"""	0	5927	5927	37307453,37310138,37312810	37307568,37310359,37312927
"""ENSDART00000141216"""	152	2707	2555	40788509,40788816,40789640,40790038	40788729,40789072,40789874,40790196
"""ENSDART00000141217"""	15	7378	7363	31473205,31473822,31474213,31474432,31474615,31479508,31479763	31473261,31474040,31474353,31474495,31474685,31479690,31479801
"""ENSDART00000141218"""	2394	14592	12198	35126056,35127227,35128759,35129719,35132384,35133051,35135667,35137320	35126075,35127391,35128823,35129918,35132516,35133206,35135778,35137365
"""ENSDART00000141221"""	0	83742	83742	17592273,17597035,17638690,17641055,17642407,17644916,17669866,17674070	17592714,17597130,17639108,17641196,17642517,17645043,17669935,17674342
"""ENSDART00000141225"""	32792	38056	5264	42988072,42988462,42992995	42988212,42988563,42993045
"""ENSDART00000141226"""	0	18884	18884	31799410,31799622,31808122,31817666,31817929	31799441,31799711,31808202,31817767,31817961
"""ENSDART00000141227"""	0	20565	20565	9821770,9828692,9831511,9833561,9833727,9836170,9838151,9838350,9838601,9841507	9821836,9828786,9831681,9833594,9833806,9836238,9838252,9838425,9838713,9841522
"""ENSDART00000141229"""	0	2605	2605	38912133,38914130	38912471,38914265
"""ENSDART00000141230"""	0	2197	2197	24281398,24282944,24283189	24281672,24283036,24283209
"""ENSDART00000141231"""	0	11847	11847	33561567,33561726,33564262,33564575,33564981,33565203,33566179,33568531,33568776,33569805,33572266	33561619,33561825,33564402,33564663,33565095,33565264,33566254,33568646,33568906,33569913,33572349
"""ENSDART00000141233"""	210	1973	1763	37934134,37935389	37934206,37935607
"""ENSDART00000141235"""	630	43740	43110	9231202,9237047,9249448,9249679,9250028,9255899,9258491,9260277,9268395,9272597,9272922	9231328,9237242,9249539,9249782,9250100,9255974,9258599,9260324,9268532,9272767,9273055
"""ENSDART00000141236"""	7	1943	1936	25323338	25324306
"""ENSDART00000141237"""	141	14895	14754	5292076,5299909,5302273,5305009	5292409,5300220,5302590,5305439
"""ENSDART00000141238"""	359	253951	253592	11125105,11127857,11128423,11130650,11132547,11132856,11136596,11139184,11140934,11144208,11150944,11151455,11155023,11155992,11157011,11167811,11169919,11180664,11184951,11188924,11194555,11206563,11207196,11216564,11217273,11219376,11230394,11232603,11238930,11241568,11250600,11256227,11262614,11267530,11270141,11270909,11275012,11280815,11288048,11291230,11340423,11364337,11366292,11372300	11125371,11127986,11128543,11130787,11132711,11132981,11136757,11139321,11141120,11144323,11151038,11151515,11155089,11156062,11157114,11168012,11170113,11180762,11185140,11189039,11194792,11206713,11207314,11216685,11217464,11219468,11230589,11232718,11239111,11241708,11250747,11256363,11262787,11267632,11270308,11271025,11275209,11280898,11288238,11291344,11340556,11364484,11366398,11372458
"""ENSDART00000141239"""	0	20844	20844	35458346,35469314,35469531,35469684,35473144,35473456,35475059,35475869,35478323	35458461,35469418,35469612,35469730,35473205,35473581,35475132,35475927,35478425
"""ENSDART00000141246"""	0	5768	5768	33550667,33551087,33551490,33552438,33552770,33552984	33550869,33551378,33552302,33552665,33552863,33553897
"""ENSDART00000141247"""	148036	148418	382	30195284	30195475
"""ENSDART00000141249"""	94	3442	3348	15315749,15316445,15316727,15316982,15317172,15318082	15315914,15316647,15316853,15317076,15317352,15318206
"""ENSDART00000141252"""	955	5791	4836	29210722,29212592,29213006,29213663,29214939	29210838,29212629,29213279,29213778,29214978
"""ENSDART00000141255"""	0	2736	2736	25433774,25434932,25435157,25435532,25435997	25433888,25434974,25435198,25435614,25436114
"""ENSDART00000141257"""	191	31403	31212	15247277,15250525,15251606,15255010,15255348,15256446,15257432,15258464,15258702,15258923,15260695,15260946,15261723,15262053,15263214,15263552,15263975,15264171,15266404,15267146,15268944,15272582,15274224,15274445	15247425,15250688,15251740,15255213,15255445,15256575,15257496,15258629,15258834,15259015,15260851,15261118,15261937,15262153,15263405,15263730,15264085,15264374,15266909,15267243,15269128,15272707,15274300,15274648
"""ENSDART00000141260"""	3	10831	10828	38433094,38435224,38438902,38440895,38443155	38433206,38435336,38438984,38441042,38443312
"""ENSDART00000141263"""	3928	16933	13005	2442566,2442729,2443053,2446562,2446856,2450014,2454365	2442650,2442956,2443225,2446693,2446998,2450150,2454522
"""ENSDART00000141265"""	270	20283	20013	25936640,25937413,25937551,25937883,25938727,25938960,25952731,25953352,25953671,25953933,25954212,25954933	25936771,25937474,25937748,25937943,25938788,25939145,25953237,25953589,25953731,25954081,25954272,25954940
"""ENSDART00000141267"""	3	3835	3832	24968101	24970017
"""ENSDART00000141275"""	175	21098	20923	36814210,36814511,36827965,36832188,36834441	36814408,36814686,36828068,36832360,36834463
"""ENSDART00000141276"""	4227	8975	4748	5140111,5140293,5140958,5144502	5140163,5140374,5141030,5144578
"""ENSDART00000141277"""	63	2433	2370	41853778,41853963	41853873,41855008
"""ENSDART00000141278"""	254	12639	12385	46194291,46194583,46196277,46198119,46202676	46194416,46194706,46196398,46198318,46204392
"""ENSDART00000141281"""	968	1458	490	27857020	27857265
"""ENSDART00000141283"""	0	9292	9292	8521332,8524209,8525184,8526913,8529737	8521426,8524363,8525340,8527244,8529813
"""ENSDART00000141286"""	24	4868	4844	17484875,17486983,17487174,17487427,17487650,17487943,17488513,17488625	17485042,17487083,17487345,17487579,17487845,17488000,17488577,17488719
"""ENSDART00000141287"""	68	5645	5577	46151673,46154511,46156973	46151757,46154672,46156989
"""ENSDART00000141290"""	0	35419	35419	14840402,14843514,14847834,14863462,14875072	14840637,14843678,14847945,14863571,14875137
"""ENSDART00000141292"""	6788	10058	3270	10565323,10565696,10568360	10565396,10565740,10568418
"""ENSDART00000141293"""	264	6953	6689	41668738,41670742,41671033,41672632,41672908,41674937	41668805,41670776,41671149,41672729,41672962,41674998
"""ENSDART00000141294"""	350	2457	2107	32381786,32383194,32383403	32382046,32383280,32383475
"""ENSDART00000141297"""	0	52095	52095	11605713,11605798,11607752,11609218,11612129,11614058,11614251,11615232,11617105,11624456,11653731,11656963	11605718,11605875,11607835,11609280,11612209,11614150,11614283,11615336,11617203,11624518,11653787,11657010
"""ENSDART00000141298"""	0	4115	4115	44775595,44778979	44775958,44779163
"""ENSDART00000141304"""	0	7665	7665	25942679,25944392,25944739,25947014,25948134,25949644,25949878	25942720,25944512,25944860,25947101,25948160,25949713,25949879
"""ENSDART00000141305"""	0	14511	14511	27136612,27150716	27136971,27150740
"""ENSDART00000141310"""	0	30524	30524	29773153,29774009,29778315,29778549,29779521,29785963,29788016,29799352,29802054,29802459	29773330,29774206,29778400,29778668,29779565,29786138,29788136,29799453,29802140,29802516
"""ENSDART00000141311"""	0	2266	2266	17339814,17339914,17340080,17340353,17340573,17340948,17341180	17339838,17339991,17340257,17340483,17340869,17341088,17341208
"""ENSDART00000141314"""	0	67196	67196	13733592,13765131,13770486,13771304,13774558,13778148,13786827,13790739,13797596,13799199	13733708,13765298,13770662,13771401,13774707,13778269,13786985,13790825,13797767,13799373
"""ENSDART00000141317"""	524	231651	231127	22003173,22006322,22006572,22007468,22008020,22009537,22010097,22010788,22013137,22013664,22013885,22016486,22016693,22017991,22018255,22019570,22019820,22022695,22027332,22028632,22028766,22028967,22031225,22031596,22031793,22035041,22041871,22042931,22046822,22047426,22049829,22050066,22052522,22058750,22063777,22066680,22066998,22068958,22073902,22076903,22077132,22079278,22083398,22084644,22087509,22089386,22089704,22094657,22096235,22102401,22104322,22105490,22115459,22115804,22124461,22125910,22174696,22175235,22179488,22182089,22187156,22189622,22196357,22196608,22198828,22203193,22205111,22205836,22211493,22212063,22217683,22221785,22222109,22222341	22003448,22006489,22006846,22007735,22008154,22009651,22010211,22010956,22013244,22013774,22013974,22016606,22016844,22018143,22018506,22019698,22019933,22022838,22027487,22028682,22028858,22029086,22031405,22031692,22032006,22035205,22041981,22043056,22047013,22047587,22049966,22050233,22052670,22058857,22064332,22066802,22067180,22069101,22074123,22077050,22077289,22079409,22083569,22084790,22087558,22089540,22089935,22094809,22096375,22102643,22104489,22105725,22115720,22115927,22124657,22126113,22174821,22175399,22179555,22182269,22187335,22189855,22196492,22196780,22199018,22203353,22205199,22205982,22211631,22212182,22217804,22221914,22222236,22222474
"""ENSDART00000141318"""	0	2091	2091	15786115,15786499,15786665,15786897,15787461	15786336,15786592,15786801,15787048,15787533
"""ENSDART00000141322"""	588	13407	12819	21309860,21311874,21315360,21315948,21316968,21320245	21309862,21313082,21315507,21316063,21317112,21320654
"""ENSDART00000141323"""	435	5285	4850	61616098,61619660	61617272,61619717
"""ENSDART00000141324"""	265	25559	25294	3056715,3060460,3061803,3064441,3069355,3070822,3071642,3071812,3072373,3077825,3079721,3079904,3080097,3080264	3056840,3060568,3061939,3064565,3069430,3070883,3071720,3071945,3072606,3077902,3079826,3079951,3080160,3080454
"""ENSDART00000141325"""	95	5669	5574	9296317,9296760,9297198,9297854,9298049,9301085	9296401,9297089,9297227,9297973,9298086,9301189
"""ENSDART00000141326"""	79	25753	25674	17542591,17543031,17546147,17549179,17554550,17557157,17561098,17567206	17542651,17543060,17546256,17549251,17554632,17557360,17561232,17567391
"""ENSDART00000141328"""	171	19867	19696	31693487,31699008,31700042,31700382,31700532,31700874,31703295,31703592,31709785,31711802	31693943,31699170,31700154,31700437,31700566,31700998,31703449,31703642,31709979,31711822
"""ENSDART00000141329"""	337	33026	32689	40787342,40815349,40818499,40818953	40788105,40815462,40818613,40818997
"""ENSDART00000141332"""	1836	19988	18152	24374565,24374823,24375027,24377046,24377399,24379323,24379584,24380562,24380788,24384661,24384842,24385132,24390788	24374723,24374946,24375100,24377178,24377531,24379466,24379777,24380695,24380880,24384737,24384897,24385419,24390954
"""ENSDART00000141336"""	0	4596	4596	4781268,4785474	4781438,4785584
"""ENSDART00000141338"""	1727	5653	3926	34624047,34624724	34624340,34626202
"""ENSDART00000141339"""	633	16561	15928	43226372,43227461,43227801,43230730,43231075,43231435,43231730,43236064,43237620,43238301	43226415,43227565,43229696,43230903,43231248,43231608,43231903,43236237,43237666,43238824
"""ENSDART00000141340"""	541	8909	8368	25473597,25474947,25476552,25477563,25478624,25481262	25473887,25475057,25476625,25477671,25478690,25481290
"""ENSDART00000141341"""	0	1822	1822	21176945,21177059,21177596,21178073,21178270	21176956,21177137,21177695,21178142,21178390
"""ENSDART00000141342"""	0	4544	4544	23542636,23545826,23546404	23542882,23546134,23546515
"""ENSDART00000141345"""	697	5277	4580	20833675,20836669,20837901	20833762,20836804,20837967
"""ENSDART00000141346"""	87	5435	5348	19138539,19139953,19143498	19138590,19140119,19143584
"""ENSDART00000141347"""	296	24266	23970	33356471,33356989,33357720,33366345,33366509,33372643,33374039,33374636,33375077,33375719,33375882,33376108,33379773	33356496,33357039,33357827,33366365,33366544,33372723,33374086,33374668,33375100,33375748,33375932,33376152,33379836
"""ENSDART00000141348"""	0	22902	22902	53515089,53515254,53515457,53517572,53517768,53518832,53519029,53525593,53525798,53526132,53527138,53527427,53527743,53533483,53534176,53534523,53535401	53515174,53515343,53515564,53517685,53517861,53518944,53519202,53525718,53526049,53526230,53527310,53527575,53528041,53533593,53534367,53534620,53535565
"""ENSDART00000141349"""	17774	140074	122300	41053004,41076209,41077986,41083065,41093386,41100608,41104149,41115321,41122547,41131882,41134410,41137247,41137481,41142947,41152151,41152752,41156476,41165073,41165434,41172583,41172824	41053096,41076319,41078059,41083175,41093520,41100707,41104282,41115420,41122732,41131980,41134492,41137365,41137551,41143211,41152293,41152829,41156601,41165193,41165502,41172638,41172937
"""ENSDART00000141351"""	0	7310	7310	24068223,24070216,24072481,24074527	24068299,24070331,24072682,24074834
"""ENSDART00000141353"""	158	1873	1715	26550004,26550587,26550758,26551038	26550163,26550657,26550940,26551173
"""ENSDART00000141354"""	0	1933	1933	27992001,27992880	27992057,27993379
"""ENSDART00000141355"""	1379	22088	20709	12893986,12894228,12900653,12900800,12902529,12914062	12894153,12894325,12900681,12900877,12902637,12914140
"""ENSDART00000141357"""	71	5362	5291	45962810,45963027,45963271,45967244	45962871,45963137,45963363,45967541
"""ENSDART00000141358"""	227	6457	6230	42228968,42229663,42230227,42232292,42232470,42234366	42228993,42229761,42230334,42232365,42232609,42234561
"""ENSDART00000141360"""	1043	1533	490	27770937	27771182
"""ENSDART00000141361"""	1528	10020	8492	33029611,33029919,33030082,33031526,33032032,33032288,33032583,33032939,33033524,33033801,33035082,33036480	33029768,33029996,33030300,33031648,33032214,33032365,33032795,33033037,33033706,33033878,33035291,33036486
"""ENSDART00000141364"""	300	30468	30168	19310988,19338427	19310991,19339790
"""ENSDART00000141367"""	2024	19956	17932	20543340,20544683,20544839,20548751,20549078,20553475,20553941,20557049,20559442	20543532,20544751,20544989,20548882,20549216,20553631,20554099,20557148,20559811
"""ENSDART00000141368"""	0	2744	2744	20693724,20693879,20695316	20693792,20693981,20695807
"""ENSDART00000141371"""	0	2008	2008	19453822,19454003,19454252,19454577,19454913	19453902,19454147,19454390,19454828,19455065
"""ENSDART00000141373"""	15	9583	9568	5910135,5911745,5912758,5915825,5918460	5910184,5911888,5913081,5916133,5918670
"""ENSDART00000141377"""	0	9515	9515	23869770,23878454	23870571,23878469
"""ENSDART00000141380"""	180	143105	142925	17768354,17817611,17880542,17909110,17910418	17768381,17817721,17880780,17909260,17910586
"""ENSDART00000141382"""	350	9383	9033	26062802,26064662,26065317,26066841,26067004,26067128,26067269,26067531,26070706,26071027	26062857,26064769,26065407,26066922,26067055,26067192,26067370,26067596,26070788,26071083
"""ENSDART00000141384"""	0	3494	3494	59245240,59246943,59247096,59247341,59247716	59245617,59247002,59247255,59247574,59247811
"""ENSDART00000141385"""	1389	18930	17541	22408061,22408547,22414615,22415711,22416998,22417474,22420282,22423530,22423667,22424012,22424311	22408229,22408593,22414675,22415800,22417090,22417566,22420365,22423567,22423718,22424215,22424496
"""ENSDART00000141386"""	2098	8947	6849	18599758,18603506,18606273	18599780,18603600,18606382
"""ENSDART00000141387"""	59571	121064	61493	24564035,24565936,24573727,24600058,24605354,24609168,24614460,24614612,24616762,24616943,24617094,24617616,24618204,24621294	24565801,24566203,24573939,24600216,24605452,24609445,24614526,24614826,24616867,24617016,24617192,24617735,24618301,24621636
"""ENSDART00000141388"""	90	2592	2502	20403174,20404330,20405196,20405382	20403188,20404416,20405280,20405437
"""ENSDART00000141393"""	8753	54828	46075	26555905,26559701,26559932,26562189,26562373,26565125,26565402,26570309,26570504,26570904,26571147,26571373,26574574,26574789,26579538,26579706,26579849,26581270,26581532,26583679,26583879,26588036,26595966,26596192,26599423	26556048,26559808,26559974,26562267,26562417,26565177,26565519,26570396,26570592,26570967,26571277,26571498,26574687,26574879,26579615,26579762,26580005,26581427,26581622,26583743,26584019,26588164,26596111,26596327,26599488
"""ENSDART00000141395"""	665	10112	9447	13616396,13617099,13617456,13617660,13618806,13618969,13619195,13619395,13620364,13620586,13620783,13621023,13621356,13621557,13622981,13623288,13623507	13616530,13617349,13617588,13617753,13618885,13619123,13619315,13619595,13620483,13620701,13620912,13621129,13621471,13621579,13623133,13623402,13623658
"""ENSDART00000141397"""	843	8189	7346	17386404,17389571,17392839	17386575,17389707,17393141
"""ENSDART00000141399"""	28	60596	60568	42496526,42501356,42501724,42501990,42504574,42505630,42508888,42510338,42510584,42511384,42511590,42514072,42517580,42517788,42519704,42519887,42523024,42524414,42526527,42526809,42530449,42532343,42533881,42534094,42534269,42535264,42535508,42536245,42537475,42537643,42541963,42542844,42549345,42550553,42552568	42496775,42501479,42501898,42502064,42504631,42505691,42509058,42510506,42510714,42511493,42511701,42514193,42517703,42517868,42519804,42520088,42523138,42524622,42526663,42526948,42530563,42532462,42533974,42534158,42534371,42535373,42535631,42536355,42537566,42537840,42542082,42542981,42549524,42550678,42552666
"""ENSDART00000141401"""	0	10023	10023	26706745,26707427,26708768,26710779,26710955,26711145,26713638,26713835,26715852	26706759,26707549,26708869,26710877,26711057,26711261,26713736,26713912,26715946
"""ENSDART00000141403"""	597	3638	3041	30875817,30878384	30876017,30878521
"""ENSDART00000141404"""	174	11309	11135	32918305,32918544,32918732,32918981,32919211,32923988,32924226,32926984,32928355	32918454,32918657,32918836,32919114,32919305,32924121,32924342,32927133,32928402
"""ENSDART00000141405"""	7115	36071	28956	48239687,48241958,48243348,48246744,48248043,48249470,48252080,48255050,48255251,48258210,48260989,48262160,48263966,48266069	48240021,48242026,48243473,48247142,48248153,48249601,48252566,48255164,48255379,48258341,48261102,48262304,48264080,48266158
"""ENSDART00000141406"""	27	9514	9487	9842384,9844414,9844619,9847954,9848305,9851067	9842512,9844531,9844760,9848089,9848408,9851157
"""ENSDART00000141407"""	636	1896	1260	8650732,8650847,8651486	8650755,8651086,8651608
"""ENSDART00000141408"""	237	32839	32602	21536122,21541007,21550268,21550488,21553619,21553907,21554176,21556168,21557962,21558171,21558387,21558571,21560266,21560520,21560697,21561605,21563177,21563352,21563846,21565643,21565892,21566053	21536286,21541087,21550352,21550621,21553820,21553995,21554270,21556263,21558084,21558309,21558446,21558717,21560352,21560598,21560836,21561826,21563270,21563441,21564016,21565742,21565946,21566172
"""ENSDART00000141414"""	319	7622	7303	37681401,37685876,37686113,37687660,37688004	37681609,37686022,37686203,37687868,37688028
"""ENSDART00000141416"""	0	4067	4067	2709467,2712320	2709539,2712891
"""ENSDART00000141418"""	395	23204	22809	32215850,32217727,32220371,32221263,32231966,32236016,32236244,32237827	32215913,32217797,32220487,32221340,32232102,32236121,32236365,32237899
"""ENSDART00000141420"""	1928	29235	27307	37493732,37500184,37519146	37494280,37500273,37519774
"""ENSDART00000141422"""	0	32134	32134	9286489,9286700,9287767,9288043,9289942,9290608,9291223,9293747,9294251,9295393,9296129,9305591,9306800,9312937,9313732,9314525	9286593,9286781,9287962,9289864,9290112,9290781,9291393,9293920,9294421,9295566,9296299,9305764,9306973,9313110,9313893,9314534
"""ENSDART00000141424"""	0	18303	18303	51174913,51177428,51177980,51181791,51182013,51182745,51183961,51184214,51184482,51189054,51190527,51190701,51190857,51191060,51191330	51175003,51177898,51178062,51181885,51182107,51182851,51184111,51184378,51184554,51189155,51190608,51190779,51190982,51191197,51191351
"""ENSDART00000141429"""	804	2842	2038	31429136	31430155
"""ENSDART00000141432"""	0	3488	3488	40776237,40779125	40776419,40779334
