transcript_id	cds_start	cds_end	transcript_length
ENST00000536226.2	1830	20021	18191
ENST00000423810.6	0	45785	45785
ENST00000478284.5	3124	3979	855
ENST00000327381.7	461	424143	423682
ENST00000698273.1	156	20605	20449
ENST00000379059.7	15	306349	306334
ENST00000590151.5	896	50231	49335
ENST00000478286.3	26408	26766	358
ENST00000423811.3	1350	23405	22055
ENST00000674522.1	0	4807	4807
ENST00000327397.8	127	3231	3104
ENST00000698274.1	14666	66694	52028
ENST00000379060.8	1462	4055	2593
ENST00000590153.1	198	4865	4667
ENST00000423813.6	302	4142	3840
ENST00000478296.5	1006	8357	7351
ENST00000327407.2	473	4743	4270
ENST00000698280.1	2657	30073	27416
ENST00000379066.5	2678	68674	65996
ENST00000674523.1	4408	19005	14597
ENST00000590155.5	239	9301	9062
ENST00000423817.7	609	15196	14587
ENST00000478300.6	226	338019	337793
ENST00000327419.7	1444	2624	1180
ENST00000698281.1	21894	28498	6604
ENST00000536227.5	699	11477	10778
ENST00000590156.5	10868	14253	3385
ENST00000478315.5	0	7385	7385
ENST00000423822.7	0	17562	17562
ENST00000327423.11	4183	63958	59775
ENST00000698282.1	20220	28451	8231
ENST00000379068.8	44	306396	306352
ENST00000590157.5	0	11713	11713
ENST00000423823.6	1116	8738	7622
ENST00000478323.1	265	520	255
ENST00000327428.10	196	12791	12595
ENST00000698283.1	2657	30177	27520
ENST00000379071.4	133	3662	3529
ENST00000536229.7	709	8919	8210
ENST00000590161.2	25	12369	12344
ENST00000478336.5	13978	15412	1434
ENST00000423827.5	0	20773	20773
ENST00000327435.11	1600	22654	21054
ENST00000698285.1	2657	20219	17562
ENST00000379073.9	35337	52406	17069
ENST00000590166.1	511	1098	587
ENST00000423828.5	328	21959	21631
ENST00000478341.1	0	2551	2551
ENST00000674527.1	0	6764	6764
ENST00000327441.11	49939	350333	300394
ENST00000698286.1	2657	20219	17562
ENST00000379077.9	29801	48547	18746
ENST00000590169.5	0	1567	1567
ENST00000536232.1	0	10840	10840
ENST00000423829.2	67	15116	15049
ENST00000478344.6	22940	23487	547
ENST00000698288.1	20220	28451	8231
ENST00000327442.7	139	35432	35293
ENST00000674528.1	2411	34464	32053
ENST00000379078.1	10	56474	56464
ENST00000590170.3	5092	19477	14385
ENST00000478349.7	0	14410	14410
ENST00000423831.5	81	1380	1299
ENST00000698290.1	2657	29852	27195
ENST00000327443.9	116	33410	33294
ENST00000379079.8	1286	43660	42374
ENST00000590171.1	1578	2019	441
ENST00000478356.5	0	1448	1448
ENST00000423832.5	1843	6879	5036
ENST00000674535.1	582	66467	65885
ENST00000698291.1	2657	30073	27416
ENST00000327451.11	16447	27671	11224
ENST00000536235.5	827	83952	83125
ENST00000379080.5	2783	60586	57803
ENST00000590173.5	0	3043	3043
ENST00000478359.5	3974	23099	19125
ENST00000423847.1	0	322	322
ENST00000698294.1	2630	29379	26749
ENST00000327470.6	2156	4398	2242
ENST00000674537.2	26508	68195	41687
ENST00000379081.5	2783	60538	57755
ENST00000590175.5	213	3643	3430
ENST00000478361.6	84659	99728	15069
ENST00000423850.5	423	4082	3659
ENST00000698295.1	681	16609	15928
ENST00000327473.9	12354	13468	1114
ENST00000379083.7	28340	29196	856
ENST00000590176.5	0	26995	26995
ENST00000478368.1	475	2585	2110
ENST00000674538.1	14551	75230	60679
ENST00000423854.6	35	46988	46953
ENST00000698297.1	25881	61883	36002
ENST00000327475.11	7499	329107	321608
ENST00000536240.5	0	9612	9612
ENST00000590178.5	0	110	110
ENST00000379084.5	109	60561	60452
ENST00000478370.5	0	9852	9852
ENST00000423855.7	372	27615	27243
ENST00000698298.1	25858	61860	36002
ENST00000327483.9	2121	28457	26336
ENST00000674539.1	1472	43845	42373
ENST00000590179.1	1842	4777	2935
ENST00000379086.5	403	27601	27198
ENST00000478373.6	185	861	676
ENST00000423859.5	1214	9303	8089
ENST00000698299.1	276	61616	61340
ENST00000327490.8	158	5643	5485
ENST00000590190.1	1524	1654	130
ENST00000379087.5	2783	60568	57785
ENST00000674541.1	364	162199	161835
ENST00000423860.2	0	16166	16166
ENST00000478381.5	146	10377	10231
ENST00000698300.1	368	40988	40620
ENST00000327492.4	2820	4882	2062
ENST00000536242.1	0	3198	3198
ENST00000590191.1	2035	14745	12710
ENST00000379089.5	2783	60619	57836
ENST00000478387.1	3894	10707	6813
ENST00000423862.5	0	15820	15820
ENST00000698301.1	2538	19411	16873
ENST00000327495.10	2343	20020	17677
ENST00000674542.1	360	15156	14796
ENST00000590193.5	28269	34054	5785
ENST00000379090.9	2321	10512	8191
ENST00000478393.5	5073	80275	75202
ENST00000423867.2	11095	21653	10558
ENST00000698302.1	30447	37781	7334
ENST00000327505.6	55791	79618	23827
ENST00000590194.5	362	4962	4600
ENST00000379091.8	165	35637	35472
ENST00000674543.1	20066	490148	470082
ENST00000478399.5	2902	9675	6773
ENST00000423870.6	64515	141659	77144
ENST00000698303.1	2538	38445	35907
ENST00000327520.7	914	33780	32866
ENST00000590196.1	0	362	362
ENST00000379095.5	41	6983	6942
ENST00000536244.5	36355	45222	8867
ENST00000423893.7	109	2232	2123
ENST00000698304.1	131	36133	36002
ENST00000478405.1	8091	18794	10703
ENST00000327532.7	829	44267	43438
ENST00000674544.1	2374	41957	39583
ENST00000590200.1	0	29890	29890
ENST00000379096.9	3374	137244	133870
ENST00000423894.5	176	78233	78057
ENST00000698305.1	92	36115	36023
ENST00000478407.1	3880	15303	11423
ENST00000327535.6	2965	34633	31668
ENST00000590201.1	1728	3276	1548
ENST00000379097.7	1528	44528	43000
ENST00000674546.1	622	38049	37427
ENST00000698321.1	38131	64842	26711
ENST00000478412.1	5948	9341	3393
ENST00000423897.7	0	48872	48872
ENST00000327536.5	1286	49451	48165
ENST00000590202.3	4982	33956	28974
ENST00000536246.5	2447	24627	22180
ENST00000698322.1	15017	41728	26711
ENST00000478424.5	14374	15808	1434
ENST00000423898.1	353	903	550
ENST00000379099.3	0	4750	4750
ENST00000327551.6	120	40892	40772
ENST00000590203.1	0	2237	2237
ENST00000478442.5	3037	83657	80620
ENST00000423900.1	0	4058	4058
ENST00000698328.1	3362	33063	29701
ENST00000379100.7	400	27598	27198
ENST00000327554.3	448	207619	207171
ENST00000590204.1	0	4747	4747
ENST00000536248.1	0	6047	6047
ENST00000698339.1	3100	13671	10571
ENST00000478464.6	2351	13309	10958
ENST00000423902.7	62693	196144	133451
ENST00000327555.5	578	11005	10427
ENST00000590206.1	0	11844	11844
ENST00000379101.8	190	7439	7249
ENST00000674547.1	40	1620	1580
ENST00000698340.1	1486	13700	12214
ENST00000478467.5	188	1097	909
ENST00000423910.5	1853	37862	36009
ENST00000327569.7	5308	109207	103899
ENST00000590208.5	601	12911	12310
ENST00000379102.8	1118	4567	3449
ENST00000698351.1	7709	16659	8950
ENST00000423915.1	0	2131	2131
ENST00000478469.5	1	84829	84828
ENST00000536250.1	16	6981	6965
ENST00000674548.1	8953	33600	24647
ENST00000327570.13	1803	19870	18067
ENST00000590211.5	0	9074	9074
ENST00000379103.7	1162	4611	3449
ENST00000698352.1	7438	9881	2443
ENST00000478470.5	31139	52697	21558
ENST00000423927.2	938	8500	7562
ENST00000327574.4	3478	8613	5135
ENST00000590212.1	191	4608	4417
ENST00000379104.7	2866	30070	27204
ENST00000674549.1	9617	11313	1696
ENST00000698354.1	926	5157	4231
ENST00000423932.6	70	1922	1852
ENST00000478480.2	388	50760	50372
ENST00000327575.6	731	30875	30144
ENST00000590214.5	79	22142	22063
ENST00000379107.7	743	18514	17771
ENST00000698355.1	36141	37861	1720
ENST00000478483.6	164	8456	8292
ENST00000423934.5	131	8088	7957
ENST00000536253.1	0	1827	1827
ENST00000674551.1	3582	30247	26665
ENST00000327581.4	51	22228	22177
ENST00000590215.1	461	3408	2947
ENST00000379108.2	938	2490	1552
ENST00000698356.1	36010	37730	1720
ENST00000423935.6	91087	100105	9018
ENST00000478490.5	95	4923	4828
ENST00000327582.5	182	3282	3100
ENST00000590216.6	11637	16888	5251
ENST00000379109.7	1026	18756	17730
ENST00000674552.1	0	94	94
ENST00000698357.1	34924	36644	1720
ENST00000423938.1	0	14992	14992
ENST00000478500.3	80360	222586	142226
ENST00000327590.9	12944	240874	227930
ENST00000590217.5	85	22328	22243
ENST00000379111.7	0	17712	17712
ENST00000698358.1	28044	56010	27966
ENST00000536254.6	7240	34974	27734
ENST00000478515.2	0	23009	23009
ENST00000423941.6	1316	26849	25533
ENST00000674554.1	14516	74982	60466
ENST00000590221.5	965	10288	9323
ENST00000327606.4	2584	4364	1780
ENST00000698359.1	382	136215	135833
ENST00000379113.6	942	72489	71547
ENST00000478519.5	0	3267	3267
ENST00000423947.7	237	215995	215758
ENST00000674555.1	20145	36535	16390
ENST00000590222.5	8660	30032	21372
ENST00000327619.10	95168	294886	199718
ENST00000379115.9	0	16681	16681
ENST00000698360.1	382	136310	135928
ENST00000423952.2	0	10491	10491
ENST00000478531.6	1386	82056	80670
ENST00000536255.6	570	13219	12649
ENST00000590228.1	293	115467	115174
ENST00000327628.10	113	135220	135107
ENST00000379116.10	226	13559	13333
ENST00000698361.1	492	136264	135772
ENST00000674556.1	3	10227	10224
ENST00000423955.7	27272	35386	8114
ENST00000478532.5	0	5874	5874
ENST00000590230.5	1315	5943	4628
ENST00000327668.11	3888	23559	19671
ENST00000698362.1	968	135832	134864
ENST00000379117.6	318	38621	38303
ENST00000423956.5	94	39297	39203
ENST00000478535.1	0	44865	44865
ENST00000674557.1	121	44305	44184
ENST00000590235.5	1997	3759	1762
ENST00000327669.5	2797	8532	5735
ENST00000379123.10	0	11699	11699
ENST00000698368.1	15	7262	7247
ENST00000536256.3	369	207877	207508
ENST00000478536.1	0	3222	3222
ENST00000423958.2	0	15948	15948
ENST00000590239.5	0	2066	2066
ENST00000698371.1	0	3426	3426
ENST00000379124.5	60	2904	2844
ENST00000327671.10	1756	92061	90305
ENST00000674558.1	3319	43075	39756
ENST00000478537.1	1074	10290	9216
ENST00000423959.5	0	42778	42778
ENST00000698372.1	2837	6387	3550
ENST00000590245.5	42628	50946	8318
ENST00000327673.4	1050	8504	7454
ENST00000379126.7	60	2745	2685
ENST00000674559.1	2437	69236	66799
ENST00000536257.5	86	9378	9292
ENST00000478545.1	2927	107860	104933
ENST00000423960.1	5545	11140	5595
ENST00000590246.6	3805	12140	8335
ENST00000698384.1	48	20616	20568
ENST00000379127.1	60	2904	2844
ENST00000327674.8	1061	5857	4796
ENST00000478547.1	305	930	625
ENST00000423966.6	0	97734	97734
ENST00000674561.2	8066	19182	11116
ENST00000698396.1	46	1929	1883
ENST00000590247.7	72	6476	6404
ENST00000327678.10	65	21026	20961
ENST00000379129.7	1025	18796	17771
ENST00000423968.7	24305	54306	30001
ENST00000478576.5	107	39397	39290
ENST00000536262.3	1789	56170	54381
ENST00000590249.5	0	1324	1324
ENST00000698397.1	38	1575	1537
ENST00000327680.7	3706	77832	74126
ENST00000478585.6	6490	22618	16128
ENST00000423969.6	123	54833	54710
ENST00000379132.8	1029	18759	17730
ENST00000698398.1	0	1048	1048
ENST00000590253.3	236	5556	5320
ENST00000327681.10	3280	80206	76926
ENST00000536272.5	87113	175326	88213
ENST00000423972.5	73	18027	17954
ENST00000478586.4	17512	55729	38217
ENST00000379133.7	630	2794	2164
ENST00000698399.1	11237	14871	3634
ENST00000590258.2	2503	21112	18609
ENST00000327697.11	1609	35649	34040
ENST00000423973.5	1891	4927	3036
ENST00000478595.1	11912	14639	2727
ENST00000674563.1	16895	66106	49211
ENST00000698400.1	304	3938	3634
ENST00000590261.5	0	21366	21366
ENST00000379134.7	0	10788	10788
ENST00000327702.12	576	644680	644104
ENST00000478600.5	3164	50140	46976
ENST00000423980.1	0	516	516
ENST00000590262.1	0	4326	4326
ENST00000698401.1	304	3938	3634
ENST00000536274.5	675	63188	62513
ENST00000379141.8	426	50491	50065
ENST00000327705.14	5224	21188	15964
ENST00000674564.1	364	238188	237824
ENST00000423982.6	241	22899	22658
ENST00000478611.2	49548	73468	23920
ENST00000590263.5	173	11592	11419
ENST00000698402.1	304	3938	3634
ENST00000379142.3	0	1242	1242
ENST00000327720.6	253	2839	2586
ENST00000423990.6	66	28457	28391
ENST00000478616.1	393	1931	1538
ENST00000674567.1	115	51762	51647
ENST00000590264.5	1145	4472	3327
ENST00000698403.1	293	3927	3634
ENST00000379143.10	333	5622	5289
ENST00000327726.11	26	4325	4299
ENST00000536279.1	4705	5239	534
ENST00000423993.5	2498	3408	910
ENST00000478620.2	12152	12510	358
ENST00000698404.1	0	2466	2466
ENST00000590266.5	1930	5239	3309
ENST00000379144.7	4209	90117	85908
ENST00000327739.7	286	13457	13171
ENST00000674568.2	867	3071	2204
ENST00000478631.6	120	67083	66963
ENST00000423994.6	1870	144044	142174
ENST00000590267.6	0	1538	1538
ENST00000698406.1	2108	22513	20405
ENST00000327741.9	345	7058	6713
ENST00000379145.5	4209	115590	111381
ENST00000423996.5	1986	5342	3356
ENST00000478640.6	0	17717	17717
ENST00000674569.1	140	52456	52316
ENST00000590277.1	0	526	526
ENST00000698408.1	2092	22497	20405
ENST00000327753.7	8693	21963	13270
ENST00000536282.1	0	1091	1091
ENST00000379151.9	117	39474	39357
ENST00000423998.1	0	446	446
ENST00000478654.5	265	41981	41716
ENST00000698410.1	2075	18046	15971
ENST00000590281.1	893	5016	4123
ENST00000674571.1	124	52440	52316
ENST00000327757.10	55	151314	151259
ENST00000379152.7	10179	27382	17203
ENST00000424001.5	3244	55075	51831
ENST00000478658.1	1708	28369	26661
ENST00000590282.5	54	91322	91268
ENST00000698411.1	2068	2498	430
ENST00000327761.7	802	8342	7540
ENST00000379153.4	40	18071	18031
ENST00000536287.2	20988	54334	33346
ENST00000478660.6	541	92259	91718
ENST00000424007.1	0	45346	45346
ENST00000674572.1	1132	82242	81110
ENST00000590285.5	54726	55212	486
ENST00000698412.1	2068	22473	20405
ENST00000379155.9	9534	14370	4836
ENST00000327772.7	110	32778	32668
ENST00000478679.5	63	52736	52673
ENST00000424008.2	0	37004	37004
ENST00000698413.1	2033	22554	20521
ENST00000590287.5	53879	54519	640
ENST00000674574.1	0	27394	27394
ENST00000379158.7	9471	14307	4836
ENST00000327773.7	318	45390	45072
ENST00000536290.5	0	22124	22124
ENST00000424009.6	129	40522	40393
ENST00000478691.5	5769	34743	28974
ENST00000698414.1	1985	22506	20521
ENST00000590288.1	0	156	156
ENST00000327783.9	300	405396	405096
ENST00000379160.3	333	5622	5289
ENST00000674575.1	171	52481	52310
ENST00000478708.2	0	2183	2183
ENST00000424011.6	774	9143	8369
ENST00000698420.1	5940	9138	3198
ENST00000590296.5	25	4050	4025
ENST00000379161.5	1960	51662	49702
ENST00000327787.13	931	15073	14142
ENST00000674579.1	28841	85233	56392
ENST00000536297.1	2109	23549	21440
ENST00000424014.7	1353	14057	12704
ENST00000478717.5	182	109788	109606
ENST00000698421.1	5256	9320	4064
ENST00000590297.1	177	1386	1209
ENST00000379162.9	170	69990	69820
ENST00000327790.7	351	10947	10596
ENST00000424016.1	0	3081	3081
ENST00000478722.6	381	675071	674690
ENST00000698422.1	373	10472	10099
ENST00000590299.5	11	1926	1915
ENST00000674581.1	14516	47428	32912
ENST00000327791.8	3488	81683	78195
ENST00000379163.10	26	275193	275167
ENST00000536300.2	2394	4648	2254
ENST00000478726.1	0	302	302
ENST00000424018.1	3809	8065	4256
ENST00000590300.1	0	1181	1181
ENST00000698423.1	225	10902	10677
ENST00000327792.6	3	919	916
ENST00000674583.1	0	8588	8588
ENST00000379164.8	1851	730020	728169
ENST00000590305.1	170	2175	2005
ENST00000698424.1	337	10496	10159
ENST00000424025.5	0	33300	33300
ENST00000478727.6	38	1960	1922
ENST00000327794.10	0	122124	122124
ENST00000536306.5	630	11182	10552
ENST00000590306.5	674	7577	6903
ENST00000698426.1	392	125225	124833
ENST00000478730.7	5387	14239	8852
ENST00000424032.6	49	9981	9932
ENST00000379170.9	4255	28940	24685
ENST00000327809.5	431	2505	2074
ENST00000590308.1	676	866	190
ENST00000698427.1	392	136246	135854
ENST00000424034.5	61	18613	18552
ENST00000478732.1	0	20554	20554
ENST00000379174.7	2002	62658	60656
ENST00000536308.5	1142	52491	51349
ENST00000327812.12	0	4436	4436
ENST00000698428.1	392	125225	124833
ENST00000590310.2	29	39569	39540
ENST00000478733.6	0	70106	70106
ENST00000424035.1	0	20463	20463
ENST00000379177.5	22998	64036	41038
ENST00000327813.9	13	95451	95438
ENST00000674586.1	364	242471	242107
ENST00000590313.5	61	33583	33522
ENST00000698430.1	114528	124217	9689
ENST00000424038.2	31774	57340	25566
ENST00000478741.1	0	28754	28754
ENST00000379179.8	202	23677	23475
ENST00000536311.5	34388	79394	45006
ENST00000327827.12	401	26086	25685
ENST00000698431.1	91087	124465	33378
ENST00000590315.5	0	3435	3435
ENST00000478746.1	908	1802	894
ENST00000424046.1	0	2458	2458
ENST00000674587.1	19872	70674	50802
ENST00000379186.8	41877	73809	31932
ENST00000327835.7	12918	194371	181453
ENST00000698432.1	382	127088	126706
ENST00000590317.4	199	12372	12173
ENST00000478753.5	753	3439	2686
ENST00000424061.6	935	21678	20743
ENST00000379188.7	23019	64173	41154
ENST00000674588.1	14551	75230	60679
ENST00000327857.7	124	1261	1137
ENST00000698435.1	0	120546	120546
ENST00000590319.1	0	890	890
ENST00000424062.1	45	5245	5200
ENST00000478763.2	232	1205	973
ENST00000536312.5	1375	25570	24195
ENST00000327858.11	103	99652	99549
ENST00000379198.5	42	2014	1972
ENST00000698436.1	87394	108549	21155
ENST00000590322.1	0	170	170
ENST00000424069.5	2492	4650	2158
ENST00000478765.6	132	5670	5538
ENST00000674589.1	524	19191	18667
ENST00000327876.5	11620	62329	50709
ENST00000379200.1	43	1475	1432
ENST00000590323.5	29081	30595	1514
ENST00000698439.1	15408	50511	35103
ENST00000478768.3	12302	36388	24086
ENST00000424071.5	0	31922	31922
ENST00000674590.1	52	44792	44740
ENST00000536315.6	573	109112	108539
ENST00000327877.10	3697	21550	17853
ENST00000379204.2	116	1406	1290
ENST00000698440.1	3491	14862	11371
ENST00000590324.5	0	2639	2639
ENST00000478770.6	649	37501	36852
ENST00000424077.1	0	1546	1546
ENST00000379205.5	2941	5463	2522
ENST00000327883.11	133	212263	212130
ENST00000674595.1	1942	571256	569314
ENST00000698441.1	3475	14658	11183
ENST00000590327.6	138	20400	20262
ENST00000478774.5	4697	87803	83106
ENST00000424078.5	128	3701	3573
ENST00000536316.3	0	3604	3604
ENST00000327892.13	155	5370	5215
ENST00000379211.8	2297	32282	29985
ENST00000590329.5	22	5962	5940
ENST00000698442.1	51	24201	24150
ENST00000424080.1	487	8103	7616
ENST00000478789.5	19681	28557	8876
ENST00000674596.1	1136	21713	20577
ENST00000379214.9	1909	109176	107267
ENST00000327898.9	9	20485	20476
ENST00000590330.1	247	1928	1681
ENST00000698443.1	1653	25931	24278
ENST00000478793.1	738	12706	11968
ENST00000424082.6	47516	303818	256302
ENST00000674597.1	0	2260	2260
ENST00000379215.9	195	22063	21868
ENST00000327906.8	2220	13787	11567
ENST00000698444.1	2819	21163	18344
ENST00000590331.1	0	524	524
ENST00000478801.5	0	192	192
ENST00000424085.6	1708	130875	129167
ENST00000536323.5	19649	73469	53820
ENST00000379221.4	41	84103	84062
ENST00000327908.3	13906	20941	7035
ENST00000698445.1	424	19855	19431
ENST00000590332.1	119348	119822	474
ENST00000674600.1	2800	15014	12214
ENST00000424086.5	1687	3551	1864
ENST00000478811.6	1002	43828	42826
ENST00000327920.12	3744	22717	18973
ENST00000379224.10	3697	20398	16701
ENST00000698446.1	81	1515	1434
ENST00000590333.5	127	32354	32227
ENST00000478815.1	155	1305	1150
ENST00000424088.1	8648	10674	2026
ENST00000674601.1	25	8285	8260
ENST00000536324.4	1574	10362	8788
ENST00000379226.9	6992	74935	67943
ENST00000327921.13	77930	169547	91617
ENST00000698447.1	48	8957	8909
ENST00000590334.5	23	4272	4249
ENST00000478821.1	1837	3042	1205
ENST00000424089.5	8264	24283	16019
ENST00000674602.1	0	2138	2138
ENST00000379236.4	218	3611	3393
ENST00000327928.4	0	8558	8558
ENST00000590335.1	591	3566	2975
ENST00000698448.1	3494	14865	11371
ENST00000478825.7	0	144	144
ENST00000424090.5	7	1361	1354
ENST00000536325.1	0	137489	137489
ENST00000327930.3	3	1873	1870
ENST00000698449.1	304	11707	11403
ENST00000590336.2	0	1959	1959
ENST00000674605.1	0	766	766
ENST00000424091.2	236	3294	3058
ENST00000478836.6	80	56976	56896
ENST00000379237.6	1934	115707	113773
ENST00000590337.5	0	23129	23129
ENST00000698453.1	54771	87877	33106
ENST00000327939.4	40	5257	5217
ENST00000424093.6	3	33335	33332
ENST00000478843.5	22414	23916	1502
ENST00000379238.7	814	98784	97970
ENST00000536329.5	8830	106197	97367
ENST00000590339.5	344	5845	5501
ENST00000698454.1	2855	90038	87183
ENST00000327946.12	2724	769851	767127
ENST00000478844.5	0	7385	7385
ENST00000424099.1	0	663	663
ENST00000379239.9	778	98609	97831
ENST00000590341.5	114	39474	39360
ENST00000698455.1	84369	85567	1198
ENST00000327949.15	1453	25480	24027
ENST00000478849.1	19516	46072	26556
ENST00000424100.2	1327	3545	2218
ENST00000536333.5	268	6604	6336
ENST00000379240.5	303	42362	42059
ENST00000590342.1	9418	10671	1253
ENST00000698456.1	63914	86384	22470
ENST00000327956.7	2262	91263	89001
ENST00000478850.5	0	33164	33164
ENST00000674607.1	0	2021	2021
ENST00000424110.1	0	8869	8869
ENST00000327968.7	98	3882	3784
ENST00000590343.1	328	1426	1098
ENST00000698457.1	2855	89838	86983
ENST00000379241.7	19505	119447	99942
ENST00000424117.5	0	48452	48452
ENST00000478859.5	1496	50153	48657
ENST00000674608.1	44336	89119	44783
ENST00000536334.5	1977	115437	113460
ENST00000590347.5	1601	2695	1094
ENST00000698458.1	54771	87913	33142
ENST00000327979.8	1127	107848	106721
ENST00000379242.8	19664	119715	100051
ENST00000478873.7	243	5999	5756
ENST00000424120.6	6051	136364	130313
ENST00000674610.1	2411	34464	32053
ENST00000698459.1	52505	88107	35602
ENST00000327987.9	1785	53089	51304
ENST00000478892.1	71	20357	20286
ENST00000424122.5	14	7725	7711
ENST00000590348.6	0	33345	33345
ENST00000536337.5	79694	82643	2949
ENST00000379244.5	330	42389	42059
ENST00000674612.1	38714	43667	4953
ENST00000698460.1	55527	87430	31903
ENST00000590354.3	0	1004	1004
ENST00000478894.7	21208	34712	13504
ENST00000424123.7	0	164405	164405
ENST00000328020.10	0	13024	13024
ENST00000379245.8	908	47015	46107
ENST00000536340.5	1550	150900	149350
ENST00000590358.1	389	1669	1280
ENST00000698469.1	74194	85094	10900
ENST00000478900.5	8833	119558	110725
ENST00000424127.3	2932	77527	74595
ENST00000328024.11	57	13844	13787
ENST00000379246.5	332	60118	59786
ENST00000674615.1	4224	40259	36035
ENST00000590360.2	1276	2343	1067
ENST00000698470.1	54558	86461	31903
ENST00000478909.5	78	19203	19125
ENST00000424128.5	15659	22384	6725
ENST00000328032.8	26	417459	417433
ENST00000379248.6	339	5802	5463
ENST00000674616.1	44	5028	4984
ENST00000536343.5	119	57661	57542
ENST00000698472.1	62717	85659	22942
ENST00000590361.5	17726	24818	7092
ENST00000478915.1	827	116202	115375
ENST00000424129.7	3861	32688	28827
ENST00000379250.10	9527	17441	7914
ENST00000328041.11	201	510410	510209
ENST00000674617.1	5957	12416	6459
ENST00000590370.5	0	390	390
ENST00000698476.1	32284	88062	55778
ENST00000424132.1	29113	29919	806
ENST00000478922.1	24328	27440	3112
ENST00000328046.8	4204	24783	20579
ENST00000379254.5	179	3104	2925
ENST00000536344.5	414	11323	10909
ENST00000590374.5	0	88	88
ENST00000698477.1	53802	86908	33106
ENST00000424135.5	2992	3997	1005
ENST00000328051.3	1243	1715	472
ENST00000379255.5	339	42174	41835
ENST00000478926.5	675	2967	2292
ENST00000674619.1	245	36237	35992
ENST00000590375.5	245	13029	12784
ENST00000698479.1	1886	89119	87233
ENST00000379257.7	3063	21519	18456
ENST00000328064.2	27	1891	1864
ENST00000424136.5	186856	192324	5468
ENST00000478927.5	2580	9353	6773
ENST00000674620.1	54342	78697	24355
ENST00000536346.5	142	5314	5172
ENST00000590377.1	0	21631	21631
ENST00000698480.1	52151	87008	34857
ENST00000379262.8	9510	30803	21293
ENST00000328070.10	25988	28920	2932
ENST00000478930.5	10904	13635	2731
ENST00000424139.1	0	10588	10588
ENST00000674622.1	0	9236	9236
ENST00000590378.5	2416	3415	999
ENST00000698481.1	52151	87008	34857
ENST00000328078.3	75	3421	3346
ENST00000379263.8	283	34179	33896
ENST00000424141.6	7098	17692	10594
ENST00000478935.1	27	20146	20119
ENST00000536350.5	69	4263	4194
ENST00000590379.5	1726	2881	1155
ENST00000698484.1	44235	87447	43212
ENST00000328085.10	0	15621	15621
ENST00000379265.5	3	3424	3421
ENST00000424142.5	829	2298	1469
ENST00000478937.3	0	24219	24219
ENST00000674623.1	3319	43075	39756
ENST00000590381.5	679	47873	47194
ENST00000698485.1	52151	87008	34857
ENST00000379268.7	339	3781	3442
ENST00000328086.12	3818	24020	20202
ENST00000424149.6	313	1658	1345
ENST00000478940.1	458	2965	2507
ENST00000674624.1	279	80257	79978
ENST00000590382.5	74	29966	29892
ENST00000328087.6	13	5191	5178
ENST00000698487.1	1886	89072	87186
ENST00000536353.2	915	1976	1061
ENST00000424155.6	105	100872	100767
ENST00000478943.5	813	23336	22523
ENST00000379270.5	179	3187	3008
ENST00000590385.2	0	5214	5214
ENST00000698488.1	52151	86832	34681
ENST00000328089.11	62998	75495	12497
ENST00000478945.1	6608	21641	15033
ENST00000424157.4	1773	10874	9101
ENST00000379274.6	8738	192575	183837
ENST00000590388.5	52	12766	12714
ENST00000698490.1	699	87882	87183
ENST00000328090.9	35805	85463	49658
ENST00000478946.2	1881	16399	14518
ENST00000424158.6	733	72480	71747
ENST00000536354.3	63	17497	17434
ENST00000698492.1	61510	84452	22942
ENST00000590389.5	394	1643	1249
ENST00000328092.9	233	21218	20985
ENST00000379276.4	0	3462	3462
ENST00000478951.6	501	15219	14718
ENST00000424163.2	0	4252	4252
ENST00000674625.1	4945	37095	32150
ENST00000536355.5	16019	23364	7345
ENST00000590390.1	0	18180	18180
ENST00000698494.1	3749	35871	32122
ENST00000328111.6	17939	48052	30113
ENST00000424168.1	0	1612	1612
ENST00000478953.1	1843	5295	3452
ENST00000379277.6	954	9947	8993
ENST00000698506.1	2021	3363	1342
ENST00000590393.1	966	1210	244
ENST00000328114.11	66	18632	18566
ENST00000379279.6	954	9947	8993
ENST00000424171.5	0	1082	1082
ENST00000478961.6	0	4782	4782
ENST00000674626.1	214898	406897	191999
ENST00000536357.2	120	22260	22140
ENST00000698508.1	10221	27524	17303
ENST00000590397.5	9	6004	5995
ENST00000379283.6	954	9947	8993
ENST00000328119.11	243	5122	4879
ENST00000424173.6	4366	106927	102561
ENST00000478968.6	359	7075	6716
ENST00000674628.2	4273	52970	48697
ENST00000698510.1	81	11855	11774
ENST00000590404.6	0	4686	4686
ENST00000328142.3	1573	62556	60983
ENST00000379284.1	6916	8636	1720
ENST00000424176.5	0	4723	4723
ENST00000478970.6	2231	6843	4612
ENST00000536358.1	0	3022	3022
ENST00000674629.1	31260	42085	10825
ENST00000698511.1	139	25968	25829
ENST00000590406.5	0	9244	9244
ENST00000328159.9	752	26885	26133
ENST00000379286.6	954	9947	8993
ENST00000424185.7	37	23674	23637
ENST00000478973.6	12811	23622	10811
ENST00000590408.1	30374	48309	17935
ENST00000698512.1	49900	350294	300394
ENST00000379287.4	6916	130228	123312
ENST00000328178.13	150	28829	28679
ENST00000478989.7	9731	76539	66808
ENST00000424189.6	699	459538	458839
ENST00000674630.1	5219	43782	38563
