transcript_id	cds_start	cds_end	transcript_length	genomic_cds_starts	genomic_cds_ends
ENST00000447742.6	752	14476	13724	45770488,45770971,45771350,45771568,45771771,45772641,45774949,45777342,45777667,45778127,45778493,45779264,45779439,45779778,45782193	45770640,45771060,45771396,45771665,45771928,45772752,45775034,45777590,45777873,45778220,45778641,45779359,45779522,45779869,45782352
ENST00000447745.5	0	20213	20213	37964637,37967826,37971407,37975709,37980742,37982566,37984248	37964672,37967882,37971499,37975894,37980863,37982643,37984266
ENST00000447746.6	0	3843	3843	20724601,20725920,20727469,20727958	20724635,20726066,20727603,20728044
ENST00000447747.5	2842	4829	1987	56224857,56225373,56225624,56226179,56226356	56224935,56225511,56225695,56226260,56226416
ENST00000447750.7	101	6851	6750	154437255,154438523,154438765,154439006,154439941,154440375,154441096,154441623,154442111,154442374,154442520	154437299,154438630,154438864,154439140,154440139,154440506,154441195,154441794,154442255,154442428,154442672
ENST00000447751.5	222	20679	20457	5766071,5766241,5768213,5773842,5785142,5785852	5766152,5766295,5768384,5773941,5785273,5785922
ENST00000447756.2	736	21599	20863	58566588,58567208,58569691,58586858	58566695,58567364,58569865,58586936
ENST00000447759.5	34881	38591	3710	96628053,96628572,96631312	96628084,96628648,96631484
ENST00000447762.5	233	23609	23376	203328515,203351555	203328631,203351665
ENST00000447768.6	104	3188	3084	154272724,154273336,154273774,154274950,154275154	154272776,154273534,154273961,154275001,154275237
ENST00000447769.1	56522	58356	1834	37740394	37741311
ENST00000447771.6	232	10572	10340	150691751,150692895,150693219,150694076,150695506,150696533,150696791,150699256,150700444,150700932	150691881,150693026,150693307,150694240,150695706,150696705,150696891,150699271,150700497,150700985
ENST00000447778.5	68452	77842	9390	152094228,152103112	152094522,152103218
ENST00000447782.1	35	2244	2209	108786823,108788852	108786915,108788896
ENST00000447788.6	1962	61102	59140	64917764,64920081,64921817,64976325	64917896,64920253,64921988,64976377
ENST00000447789.5	5445	18794	13349	123614503,123616221,123616364,123617579,123624569,123627110	123614609,123616273,123616495,123617737,123624814,123627135
ENST00000447791.1	0	20192	20192	2794967,2814877	2795143,2814930
ENST00000447792.2	0	39682	39682	152920707,152922173,152922720,152931672,152938074,152959699	152920748,152922256,152922809,152931776,152938163,152959841
ENST00000447796.1	237	9658	9421	152094228,152100798,152103112	152094522,152100921,152103172
ENST00000447799.5	7376	15296	7920	103777829,103780300,103785335	103778081,103780364,103785384
ENST00000447801.5	46	30770	30724	235131713,235135652,235136034,235137877,235138091,235148404,235154881,235160511,235160893,235161174	235131997,235135770,235136073,235137940,235138174,235148447,235155112,235160647,235161067,235161220
ENST00000447802.3	3864	46808	42944	16603646,16604721,16609630,16610549,16615744,16624983,16627040,16636391,16645507	16603660,16604849,16609765,16610763,16615904,16625081,16627178,16636455,16645573
ENST00000447804.1	0	1010	1010	70181480	70181985
ENST00000447810.5	2470	9549	7079	54118279,54118573,54121860,54122497,54123454,54123749,54124499	54118455,54118633,54121943,54122594,54123560,54123918,54124583
ENST00000447813.6	386	12710	12324	24543073,24546914,24547908,24548917,24554949	24543097,24547005,24548073,24549001,24554991
ENST00000447814.1	0	12556	12556	95152726,95153133,95165031	95152769,95153259,95165072
ENST00000447817.1	0	47075	47075	130215193,130215791,130220349,130227682,130228977,130230510,130236214,130236469,130239582,130243563,130243800,130246859,130260419	130215333,130216101,130220480,130227782,130229134,130230727,130236320,130236639,130239693,130243699,130243865,130247005,130260449
ENST00000447819.1	0	20008	20008	204997184,205009557,205012797,205016308	204997406,205009688,205012866,205016539
ENST00000447825.5	80941	83218	2277	36173778,36175551	36173954,36175715
ENST00000447829.6	7252	26954	19702	37001037,37006991,37008814,37011820,37012011,37014432,37020310	37001053,37007063,37008905,37011862,37012099,37014544,37020314
ENST00000447830.2	90	35542	35452	144012516,144039909,144040568,144046627	144012726,144040463,144041107,144046646
ENST00000447833.1	0	13277	13277	32758169,32758534,32759628,32760575,32764489,32770121	32758219,32758653,32759690,32760720,32764588,32770546
ENST00000447836.6	25062	103242	78180	54124608,54149056,54160367,54169528,54189870,54202105	54124865,54149127,54160432,54169572,54189914,54202206
ENST00000447837.1	451	2525	2074	35562400,35562649,35562875,35563166,35563767	35562506,35562700,35563080,35563389,35563828
ENST00000447838.6	133764	199945	66181	89566977,89595916,89603029,89606007,89612272,89613792,89616559,89617954,89621922,89623410,89623872,89624539,89627583,89629112,89630433	89567096,89596014,89603127,89606105,89612370,89613890,89616657,89618031,89622026,89623544,89624057,89624691,89627696,89629223,89631004
ENST00000447839.7	135	20947	20812	49515333,49524033,49528417,49530720,49532543	49517121,49524777,49528525,49530840,49532964
ENST00000447841.5	0	3632	3632	132388911,132392433	132389021,132392433
ENST00000447847.1	0	6871	6871	6019453,6024244,6025834	6019499,6024354,6026001
ENST00000447849.2	0	12086	12086	22589324,22589596,22591551,22600882	22589374,22589741,22591668,22600990
ENST00000447850.3	0	3685	3685	10642082,10642859,10643160,10644917	10642322,10643000,10643311,10645076
ENST00000447857.8	2635	30931	28296	49390884,49394476,49395106,49395769,49397651,49397982,49399025,49399457,49406886,49407240,49407612,49408967,49409196,49409753,49412968,49414951,49417015,49417159,49417369	49390926,49394580,49395292,49395833,49397717,49398143,49399142,49399507,49406963,49407296,49407671,49409031,49409283,49409875,49413026,49414996,49417079,49417266,49417510
ENST00000447863.5	12530	30602	18072	87164942,87166483,87170995,87173535,87174593,87179545,87181309,87182017	87165050,87166605,87171089,87173649,87174669,87179702,87181341,87182164
ENST00000447866.5	1271	12868	11597	155310065,155312255,155317941,155318169,155318665,155318856,155319611,155319794,155320409	155310205,155312395,155318021,155318291,155318753,155318928,155319688,155319928,155320609
ENST00000447868.5	0	23877	23877	19455680,19456587,19456853,19458071,19465202,19467873,19479083	19455768,19456634,19456918,19458139,19465274,19468003,19479085
ENST00000447869.5	639	84567	83928	8392510,8413495,8435494,8436027,8440678,8452822,8454744,8457341,8461805,8464709,8473163,8474681	8392710,8413692,8435579,8436139,8440753,8452906,8454832,8457479,8461909,8464822,8473276,8474905
ENST00000447870.6	1632	5089	3457	42555249,42555664,42556064,42556514,42558348	42555345,42555705,42556083,42556588,42558412
ENST00000447871.5	231	2766	2535	280681,281746,282025,282297,282467,282615	280753,281925,282108,282355,282530,282688
ENST00000447872.5	1410	23468	22058	54042239,54051410,54058306,54058697,54063744	54042369,54051448,54058590,54058732,54063777
ENST00000447873.6	276	72152	71876	94585499,94588689,94598775,94600646,94603290,94618758,94623325,94628202,94629719,94655990	94585515,94588732,94598963,94600857,94603452,94618956,94623397,94628359,94629841,94656098
ENST00000447875.5	0	76914	76914	24152408,24190074,24228938	24152490,24190334,24228959
ENST00000447877.5	0	18894	18894	25207344,25209849,25213263,25214867,25215676,25216648,25217502,25218550,25222838,25224101,25225205	25207397,25209925,25213406,25214942,25215711,25216736,25217581,25218614,25222978,25224157,25225317
ENST00000447878.6	1030	12503	11473	109574823,109575998,109586022	109574900,109576145,109586047
ENST00000447879.6	105	149524	149419	13106965,13108936,13109952,13110636,13112024,13113011,13113931,13115248,13119502,13121739,13122087,13123153,13125216,13126516,13126680,13133824,13136092,13136712,13137957,13139987,13147548,13150511,13158018,13162691,13168366,13175752,13176136,13183418,13186270,13188784,13190114,13192131,13193167,13196121,13205036,13205916,13216774,13217180,13219559,13221372,13222233,13223571,13224374,13247635,13250300	13107111,13109059,13110064,13110740,13112146,13113054,13114021,13115334,13119649,13121932,13122170,13123298,13125390,13126590,13126772,13133904,13136182,13136803,13138153,13140149,13147658,13150688,13158110,13162795,13168564,13175875,13176417,13183585,13186386,13188993,13190299,13192295,13193313,13196230,13205107,13206099,13216862,13217294,13219768,13221500,13222446,13223710,13224583,13247801,13250315
ENST00000447885.1	0	4027	4027	218266087,218266443,218266847,218267494,218269382	218266147,218266587,218266986,218267613,218269517
ENST00000447886.1	0	49818	49818	97064628,97085126,97105443,97113783	97064726,97085341,97105521,97113919
ENST00000447887.5	19	172914	172895	51617111,51651991,51669434,51714003,51740143,51745536,51746710,51748369,51750145,51760690,51761867,51765822,51772070,51772605,51776833,51781164,51782559,51783915,51784264,51784442,51785808,51786526,51787353,51787715	51617221,51652041,51669512,51714079,51740211,51745631,51746757,51748398,51750195,51760780,51761971,51765981,51772182,51772723,51776918,51781335,51782643,51784025,51784327,51784582,51785886,51786617,51787488,51787789
ENST00000447892.1	0	3099	3099	154402722,154405434	154402841,154405568
ENST00000447894.6	0	148244	148244	167827133,167864551,167870386,167872214,167875335,167880360,167889215,167890862,167893862,167896878,167898205,167902317,167907171,167911101,167911284,167914168,167914644,167915168,167917089,167918735,167922856,167925005,167943129,167943402,167943941,167946707,167947853,167948293,167951186,167962433,167965757,167969114,167969782	167827237,167864746,167870498,167872377,167875495,167880517,167889326,167891029,167893906,167896972,167898467,167902386,167907289,167911162,167911489,167914313,167914738,167915433,167917232,167918933,167922959,167925091,167943194,167943475,167944059,167946901,167947944,167948478,167952187,167962567,167966045,167969198,167969935
ENST00000447901.1	1947	7886	5939	30498924,30504569	30498938,30504709
ENST00000447906.8	3780	49647	45867	145137430,145139951,145141379,145142196,145143365,145143946,145144311,145146267,145150513,145150802,145152541,145155411,145155569,145155936,145159503,145162640,145164154,145165151,145171670,145174661,145179815	145138650,145139991,145141639,145142334,145143445,145144001,145144434,145146429,145150699,145150905,145152635,145155475,145155686,145155996,145159635,145162721,145164226,145165197,145171720,145174744,145179973
ENST00000447913.5	523	12143	11620	104887213,104890374,104892331,104898408	104887305,104890523,104892503,104898414
ENST00000447915.5	3791	5484	1693	128422905,128423146,128424138	128422978,128423263,128424273
ENST00000447923.5	8415	24910	16495	94517634,94518203,94527162,94528188,94533205,94533679	94517656,94518323,94527206,94528250,94533249,94533758
ENST00000447924.1	12679	13941	1262	236580466	236581097
ENST00000447926.6	3498	4346	848	143608833,143609458	143608876,143609548
ENST00000447927.6	1074	5900	4826	35279985,35284176,35284381	35280118,35284261,35284487
ENST00000447929.5	18805	21917	3112	65979503,65980224,65981974	65979541,65980409,65982183
ENST00000447932.6	1660	50198	48538	140335412,140337284,140343412,140345869,140348626,140351273,140352062,140355668,140358640,140364408,140369590,140380282,140382438	140335504,140337349,140343563,140345970,140348767,140351451,140352146,140355764,140358785,140364491,140369682,140380390,140382526
ENST00000447934.1	0	228	228	136116786	136116900
ENST00000447935.3	38898	71674	32776	37732930,37737378,37746468,37757559,37765197	37733067,37737484,37746607,37757656,37765212
ENST00000447939.1	0	15499	15499	39499823,39515088	39499915,39515159
ENST00000447941.5	0	16194	16194	1676957,1680193,1683656,1684080,1687632,1691928,1692529	1677044,1680362,1683727,1684151,1687703,1691999,1692570
ENST00000447944.7	2176	62086	59910	55636237,55637552,55640627,55643158,55643319,55644637,55645349,55646259,55646415,55647347,55654900,55656131,55656305,55660157,55661956,55666991,55667862,55671319,55671995,55672893,55679682,55680712,55680855,55683785,55684943,55686370,55687645,55693663	55636392,55637599,55640705,55643213,55643425,55644720,55645432,55646322,55646486,55647453,55654953,55656220,55656371,55660193,55662026,55667093,55667958,55671376,55672046,55673079,55679795,55680759,55680918,55683834,55685048,55686444,55687705,55693823
ENST00000447951.1	0	2067	2067	44139518,44139782,44140323,44140712,44140961	44139569,44139860,44140517,44140787,44141074
ENST00000447952.6	228	7324	7096	31927753,31927955,31933610,31933867,31934166	31927798,31928164,31933783,31933965,31934245
ENST00000447958.1	0	116	116	105386458	105386516
ENST00000447964.1	0	15089	15089	179903966,179907823,179908605,179917452	179904022,179907864,179908673,179918171
ENST00000447966.7	1171	25629	24458	50058767,50059759,50077213,50078000,50078421,50078924,50079902,50080498,50081102,50081260,50081545	50059128,50059954,50077363,50078127,50078577,50078980,50080055,50080589,50081181,50081364,50081649
ENST00000447973.5	84	14694	14610	29268337,29272216,29272380,29273738,29274268,29278030,29282390	29268349,29272252,29272431,29273864,29274282,29278216,29282456
ENST00000447976.1	2284	14930	12646	30287531,30293651,30293921,30294796,30294941,30295737,30299444	30287560,30293805,30294110,30294861,30295055,30295843,30299482
ENST00000447980.1	114	19051	18937	33230523,33241886,33243673,33244951,33246718,33248709	33230557,33241977,33243714,33245074,33246890,33248854
ENST00000447990.1	3	138954	138951	213284484,213296064,213297262,213310059,213317219,213340163,213350528,213364076,213375010,213422138	213284619,213296110,213297357,213310177,213317356,213340270,213350645,213364145,213375119,213422320
ENST00000447995.2	72	21663	21591	77583627,77585543,77592185,77597842,77600664,77604879	77583650,77585581,77592256,77597901,77600806,77604882
ENST00000447998.7	2709	51923	49214	150711149,150715565,150718276,150719716,150722907,150730631,150731044,150731416,150733368,150742114,150753479,150756417,150758859	150711362,150715662,150718383,150719770,150722980,150730740,150731156,150731489,150733475,150742157,150753657,150756487,150758993
ENST00000448002.6	8966	263575	254609	102822196,102822383,102854777,102877467,102878331,102883305,102883568,102884214,102913086,102926274,102931881,102963533,102968022,103025063,103027449,103028600,103029351,103055088,103055644,103074696	102822203,102822440,102854860,102877593,102878450,102883467,102883685,102884312,102913215,102926374,102931933,102963665,102968117,103025230,103027558,103028748,103029418,103055178,103055747,103074770
ENST00000448003.1	0	10266	10266	53992802,53995693,53999870,54002155,54002595	53992839,53995782,53999961,54002261,54002670
ENST00000448007.6	942	12925	11983	207613046,207621806,207624229	207613443,207621917,207624375
ENST00000448008.1	0	53857	53857	124430641,124437930,124449815,124466173,124472952,124483596	124430787,124437996,124449867,124466286,124473131,124483769
ENST00000448012.6	409	13592	13183	21406447,21406799,21410934,21411242,21414957,21418809	21406689,21406859,21411078,21411341,21415085,21418883
ENST00000448020.1	187909	188565	656	239907452	239907780
ENST00000448022.1	473	1065	592	114923034,114923459	114923127,114923496
ENST00000448025.5	0	154053	154053	235883395,235908738,235930765,235968462,236014805,236036561	235883449,235908906,235930923,235968623,236014879,236036697
ENST00000448029.5	1370	15472	14102	150927715,150929967,150939940,150941329	150927974,150930118,150939974,150941351
ENST00000448034.5	40	68276	68236	114397648,114397940,114399457,114401389,114402760,114405410,114406941,114408677,114410184,114420380,114421436,114424591,114425449,114427177,114427748,114430798,114433617,114463104	114397860,114397990,114399609,114401463,114402883,114405759,114407100,114408740,114410316,114420451,114421636,114424755,114425723,114427294,114427894,114430912,114433733,114463236
ENST00000448039.6	0	76506	76506	93184930,93229696,93230888,93234808,93238233,93239757,93247543,93252883,93256948,93258931	93185610,93229868,93231108,93234965,93238321,93239976,93247834,93253082,93257139,93259075
ENST00000448040.2	0	192	192	136116804	136116900
ENST00000448044.5	20848	55163	34315	187042704,187051249,187072849,187074159,187075562	187043310,187051346,187072947,187074333,187075803
ENST00000448045.1	17	189083	189066	43366906,43432611,43549720,43551472,43555278	43366974,43432727,43549848,43551588,43555411
ENST00000448048.7	302	23719	23417	45825915,45828029,45831394,45834016,45841653,45844326,45847125	45827390,45828080,45831429,45834116,45841687,45844394,45847347
ENST00000448051.7	1427	45820	44393	37412597,37425868,37426252,37444907,37454834	37414419,37425963,37426378,37444964,37454862
ENST00000448060.7	1958	13507	11549	68194015,68197440,68205121,68205245	68194112,68197628,68205151,68205247
ENST00000448068.5	0	7798	7798	196923418,196929633,196930813	196923551,196929683,196930923
ENST00000448069.2	35	7935	7900	140691649,140695738,140696521,140696943,140697164,140697569,140697932,140698493	140691756,140695845,140696614,140697070,140697406,140697685,140698078,140698552
ENST00000448072.5	65	7432	7367	50245507,50245675,50245910,50246298,50246679,50246875,50247692,50247890,50248225,50248366,50249103,50249328,50249635,50249860,50250063,50250427,50250771,50250974	50245530,50245827,50246092,50246376,50246735,50246966,50247776,50248145,50248292,50248472,50249168,50249454,50249703,50249964,50250160,50250523,50250905,50251032
ENST00000448073.8	27	321788	321761	153492199,153493928,153646928,153650330,153655819,153674500,153676994,153686225,153698044,153698867,153705697,153764434,153770168,153795476,153802356,153811025	153492310,153494065,153647167,153650514,153655872,153674661,153677161,153686329,153698154,153699073,153706067,153764632,153770415,153795590,153802490,153811225
ENST00000448075.1	0	7684	7684	96612232,96612462,96612818,96613488,96619359	96612353,96612563,96612934,96613619,96619403
ENST00000448076.9	379	48231	47852	32389058,32391981,32392666,32396257,32399948,32416490,32417577,32427956,32428497,32434700	32389179,32392064,32392755,32396407,32400044,32416540,32417654,32428058,32428619,32435360
ENST00000448077.6	4580	84724	80144	35347138,35420127,35421820,35423946,35424329,35425832	35347150,35420281,35421958,35424148,35424779,35426079
ENST00000448078.1	3223	9223	6000	41799900,41805628	41799938,41805745
ENST00000448083.6	837	8798	7961	65892886,65900241	65893296,65900339
ENST00000448084.6	0	31254	31254	109641538,109644614,109656756,109659228,109662551,109671919,109672115	109641616,109644688,109656884,109659413,109662663,109672015,109672117
ENST00000448087.5	1216	8379	7163	196778855,196780559,196784857,196785441	196779067,196780662,196784929,196785536
ENST00000448094.5	9577	19642	10065	38125671,38126371,38127407,38128269,38129454,38132831,38134988	38125691,38126449,38127458,38128430,38129562,38133013,38135062
ENST00000448097.7	11338	24216	12878	7845555,7845872,7846078,7846400,7846579,7846819,7847105,7847546,7849821,7850072,7851021,7851330,7851478,7851648,7851951,7852149,7852495,7853000,7853210,7853498	7845691,7845970,7846297,7846492,7846740,7847016,7847452,7849728,7849947,7850177,7851226,7851394,7851549,7851796,7852065,7852336,7852636,7853126,7853380,7853521
ENST00000448100.6	1116	29984	28868	63708581,63733219,63733587,63734705,63735159,63735781	63709164,63733352,63733739,63734824,63735564,63735919
ENST00000448103.5	523	12394	11871	104887213,104890374,104892331,104897217,104898408	104887305,104890523,104892503,104897468,104898414
ENST00000448105.6	10674	33371	22697	48841708,48846443,48848064,48848322,48849252,48851089,48851559,48852506,48852926,48856092,48860314,48862276,48862838	48841887,48846514,48848166,48848455,48849377,48851177,48851628,48852628,48853012,48856187,48860449,48862304,48863005
ENST00000448108.7	594	4569	3975	93736161,93736694,93737064,93738109,93739237	93736304,93736751,93737239,93738499,93739304
ENST00000448110.6	993	20398	19405	36752788,36754763,36755682,36758087,36758558,36762461,36766769,36767969,36770873	36752897,36754850,36755829,36758161,36758617,36762548,36766841,36768042,36771179
ENST00000448116.7	1505	9971	8466	154963803,154965543,154965946,154966162,154966319,154967671,154967980,154968204,154968495,154968771,154969378,154970032	154963931,154965781,154966080,154966231,154966517,154967797,154968031,154968257,154968614,154968834,154969448,154970526
ENST00000448119.2	12186	12324	138	161034380	161034449
ENST00000448120.7	57	49871	49814	2890948,2909529,2920763,2922262,2930248,2931037,2933418,2934447,2937631,2938114,2939311	2890988,2909580,2920922,2922402,2930345,2931240,2933530,2934561,2937729,2938285,2939444
ENST00000448127.1	0	5120	5120	97864390,97868908	97864496,97869156
ENST00000448128.5	10375	21159	10784	123610936,123611440,123613399,123613639,123614052,123619401,123620907,123621157	123610963,123611516,123613556,123613708,123614189,123619436,123620965,123621159
ENST00000448137.5	0	3084	3084	113390860,113391527,113392119,113393447	113390933,113391623,113392169,113393586
ENST00000448139.6	2197	9992	7795	184176994,184178857,184180169,184180849,184181085,184181912,184182151,184182757,184183482	184177067,184179122,184180251,184180984,184181226,184182047,184182248,184182868,184183616
ENST00000448141.6	0	6633	6633	31150975,31154496,31156731,31157023	31151122,31154799,31156836,31157038
ENST00000448155.2	23	850	827	89862505,89862684	89862559,89862981
ENST00000448156.3	0	6209	6209	62273363,62279157	62273406,62279343
ENST00000448157.6	312	24245	23933	56664479,56664776,56670275,56671749,56672740,56672952,56687998	56664498,56664800,56670364,56671847,56672809,56673065,56687999
ENST00000448162.6	0	6507	6507	31151092,31154496,31156731,31157023	31151122,31154799,31156944,31157038
ENST00000448165.1	0	6595	6595	79347658,79349076,79349665,79351487,79352317,79353645	79347743,79349106,79349753,79351583,79352392,79353762
ENST00000448166.6	0	34535	34535	67093559,67095235,67096252,67103238,67111577,67115352,67125752,67127166	67093604,67095421,67096321,67103382,67111644,67115464,67125909,67127240
ENST00000448175.5	5723	20696	14973	73542839,73552167,73557487	73542907,73552242,73557578
ENST00000448177.1	931	2000	1069	25791021,25791770	25791315,25791783
ENST00000448182.7	96007	128316	32309	69026532,69028215,69031602,69033043,69035354,69035758,69037028,69038857,69042663,69046822,69047413,69047830,69048959,69055334,69056565	69026651,69028365,69031812,69033277,69035507,69035936,69037210,69038989,69042805,69046866,69047537,69047911,69049058,69055500,69056696
ENST00000448183.6	30396	122826	92430	11213702,11305066,11305992	11213727,11305159,11306003
ENST00000448187.5	0	21556	21556	2958491,2959770,2964680,2969803,2971448,2972102,2976024,2978284,2979207	2958544,2959909,2964751,2969934,2971534,2972279,2976123,2978342,2979220
ENST00000448192.1	142	4248	4106	44566280,44568118,44568903,44569130,44569809	44566524,44568223,44568992,44569203,44569842
ENST00000448193.5	1856	49848	47992	28535619,28583399	28535757,28583436
ENST00000448194.6	13412	28504	15092	91962755,91964627,91968146,91976266,91977043	91962946,91964764,91968260,91976438,91977138
ENST00000448202.5	18596	28968	10372	225828730,225831779,225838654	225828912,225831959,225838697
ENST00000448203.2	2248	6673	4425	41837933,41841823	41838126,41841994
ENST00000448212.5	3176	7981	4805	131506154,131506403,131507368,131508911,131509743,131509903,131510260	131506220,131506453,131507514,131509022,131509808,131510062,131510311
ENST00000448217.2	0	8259	8259	47434996,47442872	47435137,47442993
ENST00000448220.5	81	1724	1643	49684028,49684314,49684550,49684738,49685012	49684189,49684453,49684656,49684835,49685090
ENST00000448223.7	1687	85384	83697	17665499,17666420,17670423,17678859,17683638,17695152,17696289,17700208,17701829,17703157,17707219,17708639,17714861,17716086,17716741,17717088,17718077,17720940,17721142,17725257,17726389,17731078,17731741,17738221,17741612,17745827	17665613,17666517,17670575,17678964,17683763,17695297,17696426,17700378,17701909,17703292,17707379,17708753,17715065,17716264,17716905,17717176,17718223,17721038,17721261,17725358,17726469,17731139,17731877,17738326,17741729,17745946
ENST00000448224.1	0	2907	2907	218747034,218747290,218747597,218748836,218749253	218747194,218747372,218747725,218748934,218749363
ENST00000448225.5	5393	20702	15309	71684682,71690010,71693875,71696460,71699614	71684728,71690165,71693941,71696520,71699639
ENST00000448226.9	31	202987	202956	69763842,69879134,69937822,69939098,69941236,69949051,69951830,69956455,69959273,69964847	69763942,69879383,69938049,69939181,69941331,69949168,69951886,69956530,69959420,69965248
ENST00000448228.7	1500	12848	11348	12183606,12185376,12186352,12186700,12189808,12191779,12193975	12183706,12185525,12186617,12186833,12189888,12191841,12194070
ENST00000448232.6	0	219865	219865	183099492,183193599,183207953,183208949,183240183,183245416,183248714,183249920,183253757,183259639,183260910,183264978,183265688,183265865,183268971,183271080,183280776,183282708,183284226,183285967,183289393,183312341,183315663	183099622,183193708,183208156,183209025,183240262,183245545,183248860,183249993,183253999,183259728,183261532,183265107,183265768,183265951,183269163,183271241,183280969,183282906,183284390,183286059,183289635,183312468,183315729
ENST00000448238.2	76907	195282	118375	36953697,36955472,36958104,36961484,36962123,36970876,36971945,36975776,36984676,36995622,37000373,37000817,37000989,37002662,37003261,37006357,37007323,37008008,37008623,37010087,37014683,37016038,37017019,37019311,37020459,37020775,37022051,37022244,37024585,37026229,37027359,37036379,37038602,37044347,37044636,37045443,37046109,37048502,37049111,37051779,37052366,37057186,37058891,37060844,37063790	36953760,36955637,36958231,36961583,36962274,36971036,36972041,36976402,36986301,36995804,37000570,37000888,37001078,37002765,37003347,37006588,37007474,37008088,37008723,37010225,37014765,37016170,37017162,37019400,37020673,37020877,37022149,37022390,37024719,37026327,37027412,37036487,37038738,37044487,37044729,37045597,37046199,37048675,37049301,37051886,37052566,37057332,37059165,37061018,37064023
ENST00000448243.6	2646	6036	3390	93183362,93183978,93186345	93183495,93184146,93186398
ENST00000448244.5	2429	6561	4132	100983805,100984034,100986749,100987090,100987313	100983817,100984074,100986975,100987196,100987433
ENST00000448246.1	208	49208	49000	21428252,21428677,21477079	21428258,21428792,21477105
ENST00000448249.8	4402	40291	35889	128460559,128460942,128471308,128472913,128473610,128481580,128482816,128483938,128484701,128485365,128487890,128492426,128492701,128494510	128460666,128461010,128471468,128473042,128473741,128481651,128482887,128484054,128484886,128485474,128488025,128492536,128492805,128494731
ENST00000448254.1	10370	16773	6403	62193421,62195802,62197852,62198634,62199119	62193624,62195949,62197967,62198852,62199130
ENST00000448257.6	1673	16369	14696	60780166,60784705,60785664,60788060,60791894,60792148,60793877	60780202,60784861,60785787,60788234,60792053,60792289,60793975
ENST00000448268.5	25	6233	6208	39566419,39570506,39572354	39566547,39570627,39572366
ENST00000448276.7	857	12176	11319	63832938,63833069,63833298,63833587,63833909,63834167,63834474,63834705,63835412,63836922,63837195,63837441,63842459	63832991,63833170,63833420,63833722,63834006,63834328,63834575,63834800,63835567,63837044,63837237,63837625,63842674
ENST00000448277.5	1044	38510	37466	207560232,207567463,207570179,207575272,207577505,207596914	207560372,207567563,207570321,207575454,207577655,207596949
ENST00000448279.2	16066	19294	3228	178447501,178450242	178447586,178450443
ENST00000448281.7	742	32846	32104	10249201,10260137,10270131,10276361,10278279,10278885	10249614,10260670,10271015,10276488,10278462,10279025
ENST00000448282.6	14427	49204	34777	87337032,87371593	87337166,87371634
ENST00000448284.1	0	2869	2869	184325104,184325269,184325480,184325851,184326527,184326881,184327216	184325114,184325373,184325639,184325957,184326629,184326983,184327303
ENST00000448287.5	92440	100999	8559	43959682,43967946	43959859,43968005
ENST00000448288.6	0	642	642	39428172	39428493
ENST00000448293.5	4080	10888	6808	49011688,49014210,49014383,49014600,49014825	49014116,49014293,49014499,49014718,49015288
ENST00000448295.5	10202	11502	1300	151923665	151924315
ENST00000448299.7	412	5370	4958	247100374,247101731,247101987,247104197	247101319,247101791,247102113,247104199
ENST00000448301.7	388	32867	32479	150733046,150747777,150750006,150755001,150757858,150764638	150733145,150747879,150750171,150755150,150757980,150764763
ENST00000448302.1	1419	2597	1178	50349735,50349931,50350575	50349828,50350022,50350652
ENST00000448303.5	0	25639	25639	35704703,35705225,35707120,35709224,35713019,35714185,35721740,35724570,35725038,35729312	35704746,35705330,35707201,35709274,35713096,35714389,35721877,35724722,35725155,35729344
ENST00000448305.6	376	7893	7517	94463093,94464707,94467109,94469213	94463296,94464854,94467382,94469600
ENST00000448308.2	173	3747	3574	54784727,54785983,54786957,54787711	54784876,54786144,54787075,54787792
ENST00000448310.1	649	4386	3737	79835693,79837837,79839011,79839183	79835696,79837902,79839054,79839251
ENST00000448319.5	14428	40186	25758	29943628,29968791	29943649,29969078
ENST00000448323.5	412	66911	66499	82819074,82821037,82824555,82827369,82829000,82842140,82844386,82848804,82851431,82853570,82854903,82856952,82857689,82861631,82862534,82863318,82864362,82866808,82867155,82870325,82871944,82874611,82875727,82878730,82880799,82881858	82819253,82821108,82824674,82827632,82829058,82842481,82844509,82848977,82851604,82853715,82855029,82857130,82857764,82861708,82862572,82863392,82864598,82866960,82867316,82870424,82872086,82874751,82875822,82878928,82880922,82881936
ENST00000448324.1	0	5123	5123	151700551,151705268	151700693,151705400
ENST00000448328.6	376488	536903	160415	7146557,7298684,7306498	7146668,7298825,7306609
ENST00000448331.7	140	87633	87493	16690401,16692979,16705151,16707469,16708796,16711679,16720198,16720517,16727527,16731800,16732538,16734690,16761425,16762313,16763965,16771977,16773497	16690744,16693049,16705399,16707542,16709635,16711815,16720231,16720658,16727740,16731983,16732666,16735643,16761718,16762533,16764175,16772019,16773633
ENST00000448333.1	0	7914	7914	215573786,215574073,215575901,215577670,215578001,215579000,215579909,215580972	215573839,215574118,215575974,215577728,215578081,215579137,215579999,215581068
ENST00000448340.5	0	1990	1990	36937168,36938832	36937392,36938883
ENST00000448342.5	6150	7365	1215	100858870,100859885	100858942,100859949
ENST00000448349.2	0	342	342	16567560	16567731
ENST00000448353.5	13801	45839	32038	23611316,23642931	23611553,23643024
ENST00000448361.5	0	3995	3995	22316445,22318105,22318272,22318653,22318806,22318959,22319939	22316556,22318168,22318306,22318713,22318862,22319018,22319998
